Object_ID,Location,City,Housing_Units,Year_Built,Monthly_Rent_Range,Latitude,Longitude
934,Nigeria,Jakusko,4,2021,88687,7.16,4.78
935,Nigeria,Warri,5,2018,100211,8.99,4.83
936,Nigeria,Lau,2,2015,235149,8.42,5.45
937,Nigeria,Ilesa,5,2016,178790,7.7,3.26
938,Nigeria,Bukuru,1,2018,246905,7.22,4.99
939,Nigeria,Ughelli,2,2020,67158,8.49,5.93
940,Nigeria,Nsukka,3,2014,85157,7.41,4.73
941,Nigeria,Ifo,4,2016,179295,8.76,5.46
942,Nigeria,Yashikera,2,2013,114288,8.18,4.56
943,Nigeria,Okpoma,5,2014,193588,8.67,5.26
944,Nigeria,Saki,1,2014,121861,7.75,5.09
945,Nigeria,Omu Aran,2,2023,120463,7.92,3.31
946,Nigeria,Uyo,5,2018,179406,9.31,3.4
947,Nigeria,Modakeke,5,2015,67048,6.51,5.62
948,Nigeria,Badagry,4,2014,245145,6.9,3.65
949,Nigeria,Langtang,1,2019,113014,7.25,4.15
950,Nigeria,Ochobo,3,2017,98080,7.18,4.39
951,Nigeria,Afikpo,2,2020,166699,7.69,5.38
952,Nigeria,Igboho,1,2018,226065,6.51,3.53
953,Nigeria,Maru,5,2015,123062,8.63,3.54
954,Nigeria,Katagum,5,2014,196718,7.59,4.54
955,Nigeria,Ode,3,2020,140147,6.67,4.31
956,Nigeria,Agbor,4,2023,100116,7.87,5.79
957,Nigeria,Esuk Oron,3,2015,207754,8.08,4.98
958,Nigeria,Isu,4,2018,129849,8.45,5.83
959,Nigeria,Sankera,2,2020,188141,7.59,5.83
960,Nigeria,Wasagu,2,2013,213934,9.02,5.6
961,Nigeria,Kusheriki,2,2015,62554,8.82,5.9
962,Nigeria,Riyom,5,2018,235358,8.05,3.5
963,Nigeria,Gwadabawa,2,2013,141560,6.37,5.1
964,Nigeria,Ilare,1,2022,152278,7.6,3.67
965,Nigeria,Funtua,5,2014,127796,9.17,5.85
966,Nigeria,Ohafia-Ifigh,5,2021,175277,6.7,4.7
967,Nigeria,Yenagoa,5,2020,247436,8.9,5.48
968,Nigeria,Bokani,2,2019,107228,7.5,3.32
969,Nigeria,Gagarawa,5,2019,109749,9.35,5.67
970,Nigeria,Lafiagi,3,2013,210209,8.65,4.1
971,Nigeria,Yajiwa,3,2016,245969,8.82,5.14
972,Nigeria,Yelwa,4,2023,115484,6.54,2.8
973,Nigeria,Jos,2,2022,187472,7.1,5.26
974,Nigeria,Kuje,5,2013,220972,6.74,2.73
975,Nigeria,Suleja,1,2016,128275,9.14,5.18
976,Nigeria,Bassa,4,2022,142713,7.94,3.32
977,Nigeria,Wuyo,2,2016,113439,6.91,3.54
978,Nigeria,Igboho,2,2021,210137,8.09,4.27
979,Nigeria,Takai,5,2015,118095,7.46,4.83
980,Nigeria,Dutsin Ma,1,2016,247210,7.57,3.15
981,Nigeria,Musawa,4,2023,145072,9.29,3.04
982,Nigeria,Umunede,3,2013,105845,8.04,5.76
983,Nigeria,Gwadabawa,2,2019,72595,8.14,5.63
984,Nigeria,Mayo Belwa,1,2019,64589,6.33,2.93
985,Nigeria,Bode Sadu,1,2013,82196,8.0,3.63
986,Nigeria,Mokwa,3,2017,196481,6.81,5.69
987,Nigeria,Oke Ila,3,2014,121451,8.47,5.03
988,Nigeria,Jimeta,2,2015,111902,8.07,3.95
989,Nigeria,Batsari,4,2020,232717,8.97,5.51
990,Nigeria,Kuje,3,2013,167781,8.6,4.6
991,Nigeria,Dakingari,1,2020,185991,6.79,3.47
992,Nigeria,Ila Orangun,5,2013,86574,6.96,4.69
993,Nigeria,Aba,2,2015,151812,8.0,4.02
994,Nigeria,Ejigbo,2,2022,208185,8.77,2.71
995,Nigeria,Vom,2,2013,73958,7.34,2.99
996,Nigeria,Itu,3,2020,195521,8.26,4.34
997,Nigeria,Kabba,2,2020,192996,7.6,4.99
998,Nigeria,Langtang,4,2019,52871,8.93,5.63
999,Nigeria,Warri,3,2015,88605,7.3,5.78
1000,Nigeria,Kagoro,1,2022,169783,8.0,4.6
